RecordID,Country,Gender,Employment,Question Type,Value
385,Kenya,M,Unemployed,2,33.1
105,Kenya,M,Employed for cash,3,20.6
105,Kenya,M,Employed for kind,3,25.1
105,Kenya,M,Unemployed,3,17.3
35,Kenya,M,Employed for cash,1,4.1
35,Kenya,M,Employed for kind,1,6.3
35,Kenya,M,Unemployed,1,5.4
175,Kenya,M,Employed for cash,4,18.3
175,Kenya,M,Employed for kind,4,25.0
175,Kenya,M,Unemployed,4,15.2
245,Kenya,M,Employed for cash,5,27.1
245,Kenya,M,Employed for kind,5,35.5
245,Kenya,M,Unemployed,5,23.5
315,Kenya,M,Employed for cash,6,9.2
315,Kenya,M,Employed for kind,6,13.5
315,Kenya,M,Unemployed,6,10.4
386,Kyrgyz Republic,F,Employed for cash,2,26.3
386,Kyrgyz Republic,F,Employed for kind,2,40.9
386,Kyrgyz Republic,F,Unemployed,2,36.5
106,Kyrgyz Republic,F,Employed for cash,3,12.4
106,Kyrgyz Republic,F,Employed for kind,3,17.9
106,Kyrgyz Republic,F,Unemployed,3,18.5
36,Kyrgyz Republic,F,Employed for cash,1,4.5
36,Kyrgyz Republic,F,Employed for kind,1,6.4
36,Kyrgyz Republic,F,Unemployed,1,7.0
176,Kyrgyz Republic,F,Employed for cash,4,16.6
176,Kyrgyz Republic,F,Employed for kind,4,26.5
176,Kyrgyz Republic,F,Unemployed,4,25.7
246,Kyrgyz Republic,F,Employed for cash,5,20.3
246,Kyrgyz Republic,F,Employed for kind,5,31.1
246,Kyrgyz Republic,F,Unemployed,5,27.6
316,Kyrgyz Republic,F,Employed for cash,6,5.7
316,Kyrgyz Republic,F,Employed for kind,6,6.3
316,Kyrgyz Republic,F,Unemployed,6,8.0
386,Kyrgyz Republic,M,Employed for cash,2,54.1
386,Kyrgyz Republic,M,Employed for kind,2,28.3
386,Kyrgyz Republic,M,Unemployed,2,45.0
106,Kyrgyz Republic,M,Employed for cash,3,25.4
106,Kyrgyz Republic,M,Employed for kind,3,16.3
106,Kyrgyz Republic,M,Unemployed,3,19.9
36,Kyrgyz Republic,M,Employed for cash,1,4.2
36,Kyrgyz Republic,M,Employed for kind,1,0.6
36,Kyrgyz Republic,M,Unemployed,1,8.7
176,Kyrgyz Republic,M,Employed for cash,4,39.4
176,Kyrgyz Republic,M,Employed for kind,4,20.2
176,Kyrgyz Republic,M,Unemployed,4,29.1
246,Kyrgyz Republic,M,Employed for cash,5,48.4
246,Kyrgyz Republic,M,Employed for kind,5,19.9
246,Kyrgyz Republic,M,Unemployed,5,40.5
316,Kyrgyz Republic,M,Employed for cash,6,4.9
316,Kyrgyz Republic,M,Employed for kind,6,5.1
316,Kyrgyz Republic,M,Unemployed,6,8.3
387,Lesotho,F,Employed for cash,2,25.1
387,Lesotho,F,Employed for kind,2,39.2
387,Lesotho,F,Unemployed,2,38.6
107,Lesotho,F,Employed for cash,3,17.7
107,Lesotho,F,Employed for kind,3,28.6
107,Lesotho,F,Unemployed,3,29.1
37,Lesotho,F,Employed for cash,1,3.9
37,Lesotho,F,Employed for kind,1,8.8
37,Lesotho,F,Unemployed,1,7.8
177,Lesotho,F,Employed for cash,4,7.0
177,Lesotho,F,Employed for kind,4,11.5
177,Lesotho,F,Unemployed,4,13.4
247,Lesotho,F,Employed for cash,5,16.1
247,Lesotho,F,Employed for kind,5,28.0
247,Lesotho,F,Unemployed,5,25.6
317,Lesotho,F,Employed for cash,6,6.0
317,Lesotho,F,Employed for kind,6,10.3
317,Lesotho,F,Unemployed,6,11.8
387,Lesotho,M,Employed for cash,2,32.8
387,Lesotho,M,Employed for kind,2,46.9
387,Lesotho,M,Unemployed,2,46.2
107,Lesotho,M,Employed for cash,3,20.8
107,Lesotho,M,Employed for kind,3,30.9
107,Lesotho,M,Unemployed,3,30.8
37,Lesotho,M,Employed for cash,1,4.2
37,Lesotho,M,Employed for kind,1,8.2
37,Lesotho,M,Unemployed,1,8.8
177,Lesotho,M,Employed for cash,4,13.2
177,Lesotho,M,Employed for kind,4,19.1
177,Lesotho,M,Unemployed,4,17.6
247,Lesotho,M,Employed for cash,5,20.9
247,Lesotho,M,Employed for kind,5,34.2
247,Lesotho,M,Unemployed,5,29.5
317,Lesotho,M,Employed for cash,6,6.0
317,Lesotho,M,Employed for kind,6,13.8
317,Lesotho,M,Unemployed,6,11.7
388,Liberia,F,Employed for cash,2,39.7
388,Liberia,F,Employed for kind,2,46.4
388,Liberia,F,Unemployed,2,43.4
108,Liberia,F,Employed for cash,3,31.1
108,Liberia,F,Employed for kind,3,34.6
108,Liberia,F,Unemployed,3,34.3
38,Liberia,F,Employed for cash,1,6.8
38,Liberia,F,Employed for kind,1,7.4
38,Liberia,F,Unemployed,1,8.0
178,Liberia,F,Employed for cash,4,28.2
178,Liberia,F,Employed for kind,4,26.4
178,Liberia,F,Unemployed,4,29.6
248,Liberia,F,Employed for cash,5,31.3
248,Liberia,F,Employed for kind,5,31.9
248,Liberia,F,Unemployed,5,33.3
318,Liberia,F,Employed for cash,6,9.9
318,Liberia,F,Employed for kind,6,8.8
318,Liberia,F,Unemployed,6,12.3
388,Liberia,M,Employed for cash,2,23.2
388,Liberia,M,Employed for kind,2,32.5
388,Liberia,M,Unemployed,2,21.3
108,Liberia,M,Employed for cash,3,17.0
108,Liberia,M,Employed for kind,3,24.7
108,Liberia,M,Unemployed,3,16.5
38,Liberia,M,Employed for cash,1,1.4
38,Liberia,M,Employed for kind,1,4.6
38,Liberia,M,Unemployed,1,4.1
178,Liberia,M,Employed for cash,4,14.5
178,Liberia,M,Employed for kind,4,15.5
178,Liberia,M,Unemployed,4,11.9
248,Liberia,M,Employed for cash,5,14.8
248,Liberia,M,Employed for kind,5,18.8
248,Liberia,M,Unemployed,5,11.5
318,Liberia,M,Employed for cash,6,4.2
318,Liberia,M,Employed for kind,6,4.0
318,Liberia,M,Unemployed,6,3.9
389,Madagascar,F,Employed for cash,2,29.5
389,Madagascar,F,Employed for kind,2,35.9
389,Madagascar,F,Unemployed,2,33.0
109,Madagascar,F,Employed for cash,3,5.7
109,Madagascar,F,Employed for kind,3,7.0
109,Madagascar,F,Unemployed,3,4.7
39,Madagascar,F,Employed for cash,1,6.6
39,Madagascar,F,Employed for kind,1,8.4
39,Madagascar,F,Unemployed,1,6.8
179,Madagascar,F,Employed for cash,4,17.3
179,Madagascar,F,Employed for kind,4,22.5
179,Madagascar,F,Unemployed,4,17.9
249,Madagascar,F,Employed for cash,5,25.8
249,Madagascar,F,Employed for kind,5,31.2
249,Madagascar,F,Unemployed,5,28.8
319,Madagascar,F,Employed for cash,6,8.5
319,Madagascar,F,Employed for kind,6,11.2
319,Madagascar,F,Unemployed,6,6.9
389,Madagascar,M,Employed for cash,2,26.0
389,Madagascar,M,Employed for kind,2,35.0
389,Madagascar,M,Unemployed,2,33.8
109,Madagascar,M,Employed for cash,3,7.9
109,Madagascar,M,Employed for kind,3,10.7
109,Madagascar,M,Unemployed,3,8.0
39,Madagascar,M,Employed for cash,1,5.1
39,Madagascar,M,Employed for kind,1,8.5
39,Madagascar,M,Unemployed,1,5.8
179,Madagascar,M,Employed for cash,4,15.5
179,Madagascar,M,Employed for kind,4,23.7
179,Madagascar,M,Unemployed,4,20.3
249,Madagascar,M,Employed for cash,5,21.1
249,Madagascar,M,Employed for kind,5,28.3
249,Madagascar,M,Unemployed,5,26.2
319,Madagascar,M,Employed for cash,6,6.5
319,Madagascar,M,Employed for kind,6,10.4
319,Madagascar,M,Unemployed,6,8.4
390,Malawi,F,Employed for cash,2,15.7
390,Malawi,F,Employed for kind,2,16.5
390,Malawi,F,Unemployed,2,16.6
110,Malawi,F,Employed for cash,3,6.3
110,Malawi,F,Employed for kind,3,6.7
110,Malawi,F,Unemployed,3,7.0
40,Malawi,F,Employed for cash,1,5.2
40,Malawi,F,Employed for kind,1,5.4
40,Malawi,F,Unemployed,1,6.0
180,Malawi,F,Employed for cash,4,6.2
180,Malawi,F,Employed for kind,4,6.7
180,Malawi,F,Unemployed,4,7.6
250,Malawi,F,Employed for cash,5,8.9
250,Malawi,F,Employed for kind,5,8.7
250,Malawi,F,Unemployed,5,8.8
320,Malawi,F,Employed for cash,6,8.4
320,Malawi,F,Employed for kind,6,8.6
320,Malawi,F,Unemployed,6,8.0
390,Malawi,M,Employed for cash,2,10.6
390,Malawi,M,Employed for kind,2,14.9
390,Malawi,M,Unemployed,2,18.5
110,Malawi,M,Employed for cash,3,4.0
110,Malawi,M,Employed for kind,3,6.0
110,Malawi,M,Unemployed,3,8.7
40,Malawi,M,Employed for cash,1,1.9
40,Malawi,M,Employed for kind,1,2.3
40,Malawi,M,Unemployed,1,3.9
180,Malawi,M,Employed for cash,4,3.8
180,Malawi,M,Employed for kind,4,6.0
180,Malawi,M,Unemployed,4,5.9
250,Malawi,M,Employed for cash,5,4.6
250,Malawi,M,Employed for kind,5,7.6
250,Malawi,M,Unemployed,5,11.1
320,Malawi,M,Employed for cash,6,4.1
320,Malawi,M,Employed for kind,6,5.4
320,Malawi,M,Unemployed,6,6.6
391,Maldives,F,Employed for cash,2,23.2
391,Maldives,F,Employed for kind,2,27.6
391,Maldives,F,Unemployed,2,20.8
111,Maldives,F,Employed for cash,3,0.0
111,Maldives,F,Employed for kind,3,0.0
111,Maldives,F,Unemployed,3,0.0
41,Maldives,F,Employed for cash,1,0.0
41,Maldives,F,Employed for kind,1,0.0
41,Maldives,F,Unemployed,1,0.0
181,Maldives,F,Employed for cash,4,4.5
181,Maldives,F,Employed for kind,4,5.1
181,Maldives,F,Unemployed,4,4.7
251,Maldives,F,Employed for cash,5,17.3
251,Maldives,F,Employed for kind,5,14.3
251,Maldives,F,Unemployed,5,14.8
321,Maldives,F,Employed for cash,6,10.2
321,Maldives,F,Employed for kind,6,16.7
321,Maldives,F,Unemployed,6,9.9
391,Maldives,M,Employed for cash,2,16.8
391,Maldives,M,Employed for kind,2,15.3
391,Maldives,M,Unemployed,2,24.7
111,Maldives,M,Employed for cash,3,0.0
111,Maldives,M,Employed for kind,3,0.0
111,Maldives,M,Unemployed,3,0.0
41,Maldives,M,Employed for cash,1,0.0
41,Maldives,M,Employed for kind,1,0.0
41,Maldives,M,Unemployed,1,0.0
181,Maldives,M,Employed for cash,4,2.3
181,Maldives,M,Employed for kind,4,3.6
181,Maldives,M,Unemployed,4,4.6
251,Maldives,M,Employed for cash,5,13.2
251,Maldives,M,Employed for kind,5,12.0
251,Maldives,M,Unemployed,5,20.2
321,Maldives,M,Employed for cash,6,4.3
321,Maldives,M,Employed for kind,6,7.0
321,Maldives,M,Unemployed,6,7.4
392,Mali,F,Employed for cash,2,81.5
392,Mali,F,Employed for kind,2,83.3
392,Mali,F,Unemployed,2,75.8
112,Mali,F,Employed for cash,3,69.6
112,Mali,F,Employed for kind,3,70.5
112,Mali,F,Unemployed,3,66.6
42,Mali,F,Employed for cash,1,22.0
42,Mali,F,Employed for kind,1,31.6
42,Mali,F,Unemployed,1,19.6
182,Mali,F,Employed for cash,4,54.5
182,Mali,F,Employed for kind,4,60.7
182,Mali,F,Unemployed,4,50.3
252,Mali,F,Employed for cash,5,52.4
252,Mali,F,Employed for kind,5,57.3
252,Mali,F,Unemployed,5,48.8
322,Mali,F,Employed for cash,6,64.9
322,Mali,F,Employed for kind,6,66.7
322,Mali,F,Unemployed,6,59.3
392,Mali,M,Employed for cash,2,43.1
392,Mali,M,Employed for kind,2,54.7
392,Mali,M,Unemployed,2,36.4
112,Mali,M,Employed for cash,3,34.7
112,Mali,M,Employed for kind,3,44.9
112,Mali,M,Unemployed,3,32.8
42,Mali,M,Employed for cash,1,9.0
42,Mali,M,Employed for kind,1,15.9
42,Mali,M,Unemployed,1,4.9
182,Mali,M,Employed for cash,4,19.9
182,Mali,M,Employed for kind,4,27.2
182,Mali,M,Unemployed,4,10.8
252,Mali,M,Employed for cash,5,21.6
252,Mali,M,Employed for kind,5,32.5
252,Mali,M,Unemployed,5,14.4
322,Mali,M,Employed for cash,6,20.8
322,Mali,M,Employed for kind,6,30.6
322,Mali,M,Unemployed,6,11.8
393,Moldova,F,Employed for cash,2,18.0
393,Moldova,F,Employed for kind,2,28.7
393,Moldova,F,Unemployed,2,22.7
113,Moldova,F,Employed for cash,3,4.3
113,Moldova,F,Employed for kind,3,7.4
113,Moldova,F,Unemployed,3,5.6
43,Moldova,F,Employed for cash,1,3.8
43,Moldova,F,Employed for kind,1,6.1
43,Moldova,F,Unemployed,1,4.5
183,Moldova,F,Employed for cash,4,5.9
183,Moldova,F,Employed for kind,4,11.9
183,Moldova,F,Unemployed,4,8.2
253,Moldova,F,Employed for cash,5,15.1
253,Moldova,F,Employed for kind,5,25.1
253,Moldova,F,Unemployed,5,20.0
323,Moldova,F,Employed for cash,6,2.6
323,Moldova,F,Employed for kind,6,5.8
323,Moldova,F,Unemployed,6,3.0
393,Moldova,M,Employed for cash,2,21.8
393,Moldova,M,Employed for kind,2,33.4
393,Moldova,M,Unemployed,2,22.5
113,Moldova,M,Employed for cash,3,7.3
113,Moldova,M,Employed for kind,3,11.9
113,Moldova,M,Unemployed,3,7.6
43,Moldova,M,Employed for cash,1,2.8
43,Moldova,M,Employed for kind,1,3.2
43,Moldova,M,Unemployed,1,2.4
183,Moldova,M,Employed for cash,4,10.4
183,Moldova,M,Employed for kind,4,10.7
183,Moldova,M,Unemployed,4,9.1
253,Moldova,M,Employed for cash,5,17.6
253,Moldova,M,Employed for kind,5,28.3
253,Moldova,M,Unemployed,5,18.4
323,Moldova,M,Employed for cash,6,3.6
323,Moldova,M,Employed for kind,6,6.4
323,Moldova,M,Unemployed,6,3.0
394,Morocco,F,Employed for cash,2,50.3
394,Morocco,F,Employed for kind,2,86.1
394,Morocco,F,Unemployed,2,65.5
114,Morocco,F,Employed for cash,3,37.0
114,Morocco,F,Employed for kind,3,76.5
114,Morocco,F,Unemployed,3,52.2
44,Morocco,F,Employed for cash,1,16.0
44,Morocco,F,Employed for kind,1,46.4
44,Morocco,F,Unemployed,1,24.0
184,Morocco,F,Employed for cash,4,33.7
184,Morocco,F,Employed for kind,4,77.0
184,Morocco,F,Unemployed,4,51.3
254,Morocco,F,Employed for cash,5,35.7
254,Morocco,F,Employed for kind,5,75.6
254,Morocco,F,Unemployed,5,50.8
324,Morocco,F,Employed for cash,6,32.6
324,Morocco,F,Employed for kind,6,68.7
324,Morocco,F,Unemployed,6,43.5
394,Morocco,M,Employed for cash,2,0.0
394,Morocco,M,Employed for kind,2,0.0
394,Morocco,M,Unemployed,2,0.0
114,Morocco,M,Employed for cash,3,0.0
114,Morocco,M,Employed for kind,3,0.0
114,Morocco,M,Unemployed,3,0.0
44,Morocco,M,Employed for cash,1,0.0
44,Morocco,M,Employed for kind,1,0.0
44,Morocco,M,Unemployed,1,0.0
184,Morocco,M,Employed for cash,4,0.0
184,Morocco,M,Employed for kind,4,0.0
184,Morocco,M,Unemployed,4,0.0
254,Morocco,M,Employed for cash,5,0.0
254,Morocco,M,Employed for kind,5,0.0
254,Morocco,M,Unemployed,5,0.0
324,Morocco,M,Employed for cash,6,0.0
324,Morocco,M,Employed for kind,6,0.0
324,Morocco,M,Unemployed,6,0.0
395,Mozambique,F,Employed for cash,2,15.3
395,Mozambique,F,Employed for kind,2,16.2
395,Mozambique,F,Unemployed,2,11.3
115,Mozambique,F,Employed for cash,3,8.2
115,Mozambique,F,Employed for kind,3,6.0
115,Mozambique,F,Unemployed,3,5.9
45,Mozambique,F,Employed for cash,1,2.2
45,Mozambique,F,Employed for kind,1,3.6
45,Mozambique,F,Unemployed,1,2.1
185,Mozambique,F,Employed for cash,4,10.3
185,Mozambique,F,Employed for kind,4,10.1
185,Mozambique,F,Unemployed,4,5.2
255,Mozambique,F,Employed for cash,5,5.1
255,Mozambique,F,Employed for kind,5,5.8
255,Mozambique,F,Unemployed,5,3.3
325,Mozambique,F,Employed for cash,6,5.3
325,Mozambique,F,Employed for kind,6,7.2
325,Mozambique,F,Unemployed,6,4.8
395,Mozambique,M,Employed for cash,2,15.8
395,Mozambique,M,Employed for kind,2,18.2
395,Mozambique,M,Unemployed,2,18.0
115,Mozambique,M,Employed for cash,3,8.4
115,Mozambique,M,Employed for kind,3,6.3
115,Mozambique,M,Unemployed,3,10.8
45,Mozambique,M,Employed for cash,1,5.5
45,Mozambique,M,Employed for kind,1,5.6
45,Mozambique,M,Unemployed,1,5.4
185,Mozambique,M,Employed for cash,4,6.9
185,Mozambique,M,Employed for kind,4,11.4
185,Mozambique,M,Unemployed,4,7.6
255,Mozambique,M,Employed for cash,5,7.0
255,Mozambique,M,Employed for kind,5,10.3
255,Mozambique,M,Unemployed,5,6.9
325,Mozambique,M,Employed for cash,6,6.4
325,Mozambique,M,Employed for kind,6,6.9
325,Mozambique,M,Unemployed,6,7.5
396,Myanmar,F,Employed for cash,2,52.1
396,Myanmar,F,Employed for kind,2,57.1
396,Myanmar,F,Unemployed,2,47.7
116,Myanmar,F,Employed for cash,3,10.1
116,Myanmar,F,Employed for kind,3,12.7
116,Myanmar,F,Unemployed,3,9.6
46,Myanmar,F,Employed for cash,1,13.2
46,Myanmar,F,Employed for kind,1,15.4
46,Myanmar,F,Unemployed,1,11.1
186,Myanmar,F,Employed for cash,4,22.5
186,Myanmar,F,Employed for kind,4,24.7
186,Myanmar,F,Unemployed,4,18.7
256,Myanmar,F,Employed for cash,5,42.9
256,Myanmar,F,Employed for kind,5,45.0
256,Myanmar,F,Unemployed,5,39.4
326,Myanmar,F,Employed for cash,6,10.3
326,Myanmar,F,Employed for kind,6,12.1
326,Myanmar,F,Unemployed,6,10.2
396,Myanmar,M,Employed for cash,2,48.4
396,Myanmar,M,Employed for kind,2,53.4
396,Myanmar,M,Unemployed,2,52.3
116,Myanmar,M,Employed for cash,3,12.7
116,Myanmar,M,Employed for kind,3,18.1
116,Myanmar,M,Unemployed,3,15.4
46,Myanmar,M,Employed for cash,1,7.9
46,Myanmar,M,Employed for kind,1,10.1
46,Myanmar,M,Unemployed,1,7.6
186,Myanmar,M,Employed for cash,4,16.3
186,Myanmar,M,Employed for kind,4,19.8
186,Myanmar,M,Unemployed,4,16.5
256,Myanmar,M,Employed for cash,5,39.6
256,Myanmar,M,Employed for kind,5,41.1
256,Myanmar,M,Unemployed,5,40.4
326,Myanmar,M,Employed for cash,6,9.7
326,Myanmar,M,Employed for kind,6,12.7
326,Myanmar,M,Unemployed,6,11.9
397,Namibia,F,Employed for cash,2,23.5
397,Namibia,F,Employed for kind,2,38.5
397,Namibia,F,Unemployed,2,31.2
117,Namibia,F,Employed for cash,3,8.1
117,Namibia,F,Employed for kind,3,14.2
117,Namibia,F,Unemployed,3,14.0
47,Namibia,F,Employed for cash,1,6.5
47,Namibia,F,Employed for kind,1,18.9
47,Namibia,F,Unemployed,1,12.1
187,Namibia,F,Employed for cash,4,9.9
187,Namibia,F,Employed for kind,4,17.8
187,Namibia,F,Unemployed,4,15.0
257,Namibia,F,Employed for cash,5,17.1
257,Namibia,F,Employed for kind,5,28.1
257,Namibia,F,Unemployed,5,21.5
327,Namibia,F,Employed for cash,6,5.9
327,Namibia,F,Employed for kind,6,13.3
327,Namibia,F,Unemployed,6,8.9
397,Namibia,M,Employed for cash,2,20.3
397,Namibia,M,Employed for kind,2,35.9
397,Namibia,M,Unemployed,2,23.8
117,Namibia,M,Employed for cash,3,8.0
117,Namibia,M,Employed for kind,3,16.9
117,Namibia,M,Unemployed,3,11.0
47,Namibia,M,Employed for cash,1,4.1
47,Namibia,M,Employed for kind,1,10.2
47,Namibia,M,Unemployed,1,5.1
187,Namibia,M,Employed for cash,4,9.5
187,Namibia,M,Employed for kind,4,15.7
187,Namibia,M,Unemployed,4,9.8
257,Namibia,M,Employed for cash,5,14.2
257,Namibia,M,Employed for kind,5,24.6
257,Namibia,M,Unemployed,5,14.1
327,Namibia,M,Employed for cash,6,2.5
327,Namibia,M,Employed for kind,6,7.1
327,Namibia,M,Unemployed,6,3.3
398,Nepal,F,Employed for cash,2,28.4
398,Nepal,F,Employed for kind,2,27.8
398,Nepal,F,Unemployed,2,29.6
118,Nepal,F,Employed for cash,3,8.3
118,Nepal,F,Employed for kind,3,7.7
118,Nepal,F,Unemployed,3,10.6
48,Nepal,F,Employed for cash,1,3.8
48,Nepal,F,Employed for kind,1,2.7
48,Nepal,F,Unemployed,1,3.8
188,Nepal,F,Employed for cash,4,11.9
188,Nepal,F,Employed for kind,4,10.9
188,Nepal,F,Unemployed,4,12.4
258,Nepal,F,Employed for cash,5,24.3
258,Nepal,F,Employed for kind,5,24.0
258,Nepal,F,Unemployed,5,25.0
328,Nepal,F,Employed for cash,6,3.1
328,Nepal,F,Employed for kind,6,2.8
328,Nepal,F,Unemployed,6,3.2
398,Nepal,M,Employed for cash,2,20.9
398,Nepal,M,Employed for kind,2,29.3
398,Nepal,M,Unemployed,2,24.9
118,Nepal,M,Employed for cash,3,7.9
118,Nepal,M,Employed for kind,3,12.2
118,Nepal,M,Unemployed,3,8.5
48,Nepal,M,Employed for cash,1,1.5
48,Nepal,M,Employed for kind,1,1.9
48,Nepal,M,Unemployed,1,1.5
188,Nepal,M,Employed for cash,4,9.0
188,Nepal,M,Employed for kind,4,11.5
188,Nepal,M,Unemployed,4,8.8
258,Nepal,M,Employed for cash,5,16.5
258,Nepal,M,Employed for kind,5,23.7
258,Nepal,M,Unemployed,5,22.6
328,Nepal,M,Employed for cash,6,3.2
328,Nepal,M,Employed for kind,6,5.0
328,Nepal,M,Unemployed,6,5.1
399,Nicaragua,F,Employed for cash,2,12.5
399,Nicaragua,F,Employed for kind,2,13.9
399,Nicaragua,F,Unemployed,2,12.5
119,Nicaragua,F,Employed for cash,3,3.5
119,Nicaragua,F,Employed for kind,3,6.4
119,Nicaragua,F,Unemployed,3,4.9
49,Nicaragua,F,Employed for cash,1,3.5
49,Nicaragua,F,Employed for kind,1,4.9
49,Nicaragua,F,Unemployed,1,5.3
189,Nicaragua,F,Employed for cash,4,4.5
189,Nicaragua,F,Employed for kind,4,6.2
189,Nicaragua,F,Unemployed,4,6.8
259,Nicaragua,F,Employed for cash,5,9.8
259,Nicaragua,F,Employed for kind,5,10.1
259,Nicaragua,F,Unemployed,5,9.1
329,Nicaragua,F,Employed for cash,6,2.3
329,Nicaragua,F,Employed for kind,6,3.6
329,Nicaragua,F,Unemployed,6,3.2
399,Nicaragua,M,Employed for cash,2,0.0
399,Nicaragua,M,Employed for kind,2,0.0
399,Nicaragua,M,Unemployed,2,0.0
119,Nicaragua,M,Employed for cash,3,0.0
119,Nicaragua,M,Employed for kind,3,0.0
119,Nicaragua,M,Unemployed,3,0.0
49,Nicaragua,M,Employed for cash,1,0.0
49,Nicaragua,M,Employed for kind,1,0.0
49,Nicaragua,M,Unemployed,1,0.0
189,Nicaragua,M,Employed for cash,4,0.0
189,Nicaragua,M,Employed for kind,4,0.0
189,Nicaragua,M,Unemployed,4,0.0
259,Nicaragua,M,Employed for cash,5,0.0
259,Nicaragua,M,Employed for kind,5,0.0
259,Nicaragua,M,Unemployed,5,0.0
329,Nicaragua,M,Employed for cash,6,0.0
329,Nicaragua,M,Employed for kind,6,0.0
329,Nicaragua,M,Unemployed,6,0.0
400,Niger,F,Employed for cash,2,62.0
400,Niger,F,Employed for kind,2,62.7
400,Niger,F,Unemployed,2,58.6
120,Niger,F,Employed for cash,3,51.9
120,Niger,F,Employed for kind,3,55.2
120,Niger,F,Unemployed,3,49.6
50,Niger,F,Employed for cash,1,34.4
50,Niger,F,Employed for kind,1,43.5
50,Niger,F,Unemployed,1,34.3
190,Niger,F,Employed for cash,4,42.0
190,Niger,F,Employed for kind,4,46.8
190,Niger,F,Unemployed,4,42.8
260,Niger,F,Employed for cash,5,41.7
260,Niger,F,Employed for kind,5,48.3
260,Niger,F,Unemployed,5,41.8
330,Niger,F,Employed for cash,6,53.0
330,Niger,F,Employed for kind,6,51.7
330,Niger,F,Unemployed,6,48.9
400,Niger,M,Employed for cash,2,23.3
400,Niger,M,Employed for kind,2,30.4
400,Niger,M,Unemployed,2,30.8
120,Niger,M,Employed for cash,3,16.6
120,Niger,M,Employed for kind,3,22.7
120,Niger,M,Unemployed,3,24.7
50,Niger,M,Employed for cash,1,6.8
50,Niger,M,Employed for kind,1,12.3
50,Niger,M,Unemployed,1,8.2
190,Niger,M,Employed for cash,4,12.8
190,Niger,M,Employed for kind,4,19.3
190,Niger,M,Unemployed,4,17.6
260,Niger,M,Employed for cash,5,13.0
260,Niger,M,Employed for kind,5,17.5
260,Niger,M,Unemployed,5,21.5
330,Niger,M,Employed for cash,6,11.5
330,Niger,M,Employed for kind,6,16.6
330,Niger,M,Unemployed,6,14.6
401,Nigeria,F,Employed for cash,2,33.6
401,Nigeria,F,Employed for kind,2,50.2
401,Nigeria,F,Unemployed,2,34.2
121,Nigeria,F,Employed for cash,3,20.8
121,Nigeria,F,Employed for kind,3,33.8
121,Nigeria,F,Unemployed,3,20.2
51,Nigeria,F,Employed for cash,1,13.7
51,Nigeria,F,Employed for kind,1,20.8
51,Nigeria,F,Unemployed,1,13.9
191,Nigeria,F,Employed for cash,4,24.2
191,Nigeria,F,Employed for kind,4,35.5
191,Nigeria,F,Unemployed,4,25.4
261,Nigeria,F,Employed for cash,5,24.2
261,Nigeria,F,Employed for kind,5,37.0
261,Nigeria,F,Unemployed,5,23.3
331,Nigeria,F,Employed for cash,6,18.2
331,Nigeria,F,Employed for kind,6,24.3
331,Nigeria,F,Unemployed,6,18.9
401,Nigeria,M,Employed for cash,2,24.3
401,Nigeria,M,Employed for kind,2,36.8
401,Nigeria,M,Unemployed,2,20.9
121,Nigeria,M,Employed for cash,3,13.0
121,Nigeria,M,Employed for kind,3,19.7
121,Nigeria,M,Unemployed,3,10.7
51,Nigeria,M,Employed for cash,1,7.5
51,Nigeria,M,Employed for kind,1,15.5
51,Nigeria,M,Unemployed,1,5.8
191,Nigeria,M,Employed for cash,4,13.3
191,Nigeria,M,Employed for kind,4,22.0
191,Nigeria,M,Unemployed,4,9.8
261,Nigeria,M,Employed for cash,5,13.7
261,Nigeria,M,Employed for kind,5,20.6
261,Nigeria,M,Unemployed,5,11.5
331,Nigeria,M,Employed for cash,6,11.1
331,Nigeria,M,Employed for kind,6,20.9
331,Nigeria,M,Unemployed,6,7.0
402,Pakistan,F,Employed for cash,2,45.4
402,Pakistan,F,Employed for kind,2,62.6
402,Pakistan,F,Unemployed,2,39.4
122,Pakistan,F,Employed for cash,3,34.1
122,Pakistan,F,Employed for kind,3,51.0
122,Pakistan,F,Unemployed,3,30.3
52,Pakistan,F,Employed for cash,1,22.8
52,Pakistan,F,Employed for kind,1,29.9
52,Pakistan,F,Unemployed,1,17.0
192,Pakistan,F,Employed for cash,4,33.3
192,Pakistan,F,Employed for kind,4,45.3
192,Pakistan,F,Unemployed,4,30.6
262,Pakistan,F,Employed for cash,5,32.9
262,Pakistan,F,Employed for kind,5,43.5
262,Pakistan,F,Unemployed,5,26.1
332,Pakistan,F,Employed for cash,6,30.6
332,Pakistan,F,Employed for kind,6,45.0
332,Pakistan,F,Unemployed,6,26.0
402,Pakistan,M,Employed for cash,2,37.8
402,Pakistan,M,Employed for kind,2,41.6
402,Pakistan,M,Unemployed,2,22.0
122,Pakistan,M,Employed for cash,3,20.3
122,Pakistan,M,Employed for kind,3,34.2
122,Pakistan,M,Unemployed,3,11.0
52,Pakistan,M,Employed for cash,1,4.2
52,Pakistan,M,Employed for kind,1,2.4
52,Pakistan,M,Unemployed,1,0.1
192,Pakistan,M,Employed for cash,4,27.9
192,Pakistan,M,Employed for kind,4,31.3
192,Pakistan,M,Unemployed,4,15.2
262,Pakistan,M,Employed for cash,5,18.8
262,Pakistan,M,Employed for kind,5,22.7
262,Pakistan,M,Unemployed,5,15.6
