RecordID,Country,Gender,Marital Status,Question Type,Value
384,Jordan,F,Married or living together,2,14.4
384,Jordan,F,Never married,2,0.0
384,Jordan,F,"Widowed, divorced, separated",2,10.8
104,Jordan,F,Married or living together,3,5.9
104,Jordan,F,Never married,3,0.0
104,Jordan,F,"Widowed, divorced, separated",3,5.3
34,Jordan,F,Married or living together,1,2.5
174,Jordan,F,Married or living together,4,7.3
174,Jordan,F,Never married,4,0.0
174,Jordan,F,"Widowed, divorced, separated",4,5.4
244,Jordan,F,Married or living together,5,6.9
244,Jordan,F,Never married,5,0.0
244,Jordan,F,"Widowed, divorced, separated",5,4.4
314,Jordan,F,Married or living together,6,0.0
314,Jordan,F,Never married,6,0.0
314,Jordan,F,"Widowed, divorced, separated",6,0.0
384,Jordan,M,Married or living together,2,26.2
384,Jordan,M,Never married,2,33.0
384,Jordan,M,"Widowed, divorced, separated",2,34.3
104,Jordan,M,Married or living together,3,14.7
104,Jordan,M,Never married,3,19.5
104,Jordan,M,"Widowed, divorced, separated",3,21.4
34,Jordan,M,Married or living together,1,4.7
34,Jordan,M,Never married,1,10.9
34,Jordan,M,"Widowed, divorced, separated",1,8.0
174,Jordan,M,Married or living together,4,14.9
174,Jordan,M,Never married,4,21.0
174,Jordan,M,"Widowed, divorced, separated",4,19.7
244,Jordan,M,Married or living together,5,9.8
244,Jordan,M,Never married,5,15.4
244,Jordan,M,"Widowed, divorced, separated",5,17.2
314,Jordan,M,Married or living together,6,0.0
314,Jordan,M,Never married,6,0.0
314,Jordan,M,"Widowed, divorced, separated",6,0.0
385,Kenya,F,Married or living together,2,43.6
385,Kenya,F,Never married,2,38.2
385,Kenya,F,"Widowed, divorced, separated",2,41.5
105,Kenya,F,Married or living together,3,23.3
105,Kenya,F,Never married,3,16.9
105,Kenya,F,"Widowed, divorced, separated",3,19.3
35,Kenya,F,Married or living together,1,7.2
35,Kenya,F,Never married,1,6.4
35,Kenya,F,"Widowed, divorced, separated",1,7.9
175,Kenya,F,Married or living together,4,23.5
175,Kenya,F,Never married,4,18.2
175,Kenya,F,"Widowed, divorced, separated",4,21.8
245,Kenya,F,Married or living together,5,34.6
245,Kenya,F,Never married,5,30.1
245,Kenya,F,"Widowed, divorced, separated",5,34.6
315,Kenya,F,Married or living together,6,17.3
315,Kenya,F,Never married,6,9.6
315,Kenya,F,"Widowed, divorced, separated",6,17.5
385,Kenya,M,Married or living together,2,35.6
385,Kenya,M,Never married,2,37.0
385,Kenya,M,"Widowed, divorced, separated",2,38.9
105,Kenya,M,Married or living together,3,21.4
105,Kenya,M,Never married,3,19.6
105,Kenya,M,"Widowed, divorced, separated",3,20.0
35,Kenya,M,Married or living together,1,3.9
35,Kenya,M,Never married,1,5.4
35,Kenya,M,"Widowed, divorced, separated",1,3.4
175,Kenya,M,Married or living together,4,19.0
175,Kenya,M,Never married,4,17.6
175,Kenya,M,"Widowed, divorced, separated",4,22.1
245,Kenya,M,Married or living together,5,27.5
245,Kenya,M,Never married,5,27.0
245,Kenya,M,"Widowed, divorced, separated",5,29.2
315,Kenya,M,Married or living together,6,9.6
315,Kenya,M,Never married,6,10.1
315,Kenya,M,"Widowed, divorced, separated",6,10.1
386,Kyrgyz Republic,F,Married or living together,2,40.7
386,Kyrgyz Republic,F,Never married,2,20.5
386,Kyrgyz Republic,F,"Widowed, divorced, separated",2,23.8
106,Kyrgyz Republic,F,Married or living together,3,20.5
106,Kyrgyz Republic,F,Never married,3,9.4
106,Kyrgyz Republic,F,"Widowed, divorced, separated",3,11.9
36,Kyrgyz Republic,F,Married or living together,1,8.1
36,Kyrgyz Republic,F,Never married,1,2.4
36,Kyrgyz Republic,F,"Widowed, divorced, separated",1,5.1
176,Kyrgyz Republic,F,Married or living together,4,28.9
176,Kyrgyz Republic,F,Never married,4,11.9
176,Kyrgyz Republic,F,"Widowed, divorced, separated",4,15.8
246,Kyrgyz Republic,F,Married or living together,5,31.0
246,Kyrgyz Republic,F,Never married,5,15.6
246,Kyrgyz Republic,F,"Widowed, divorced, separated",5,17.2
316,Kyrgyz Republic,F,Married or living together,6,9.6
316,Kyrgyz Republic,F,Never married,6,2.2
316,Kyrgyz Republic,F,"Widowed, divorced, separated",6,6.8
386,Kyrgyz Republic,M,Married or living together,2,49.9
386,Kyrgyz Republic,M,Never married,2,49.9
386,Kyrgyz Republic,M,"Widowed, divorced, separated",2,62.1
106,Kyrgyz Republic,M,Married or living together,3,25.1
106,Kyrgyz Republic,M,Never married,3,19.7
106,Kyrgyz Republic,M,"Widowed, divorced, separated",3,37.7
36,Kyrgyz Republic,M,Married or living together,1,2.6
36,Kyrgyz Republic,M,Never married,1,7.6
36,Kyrgyz Republic,M,"Widowed, divorced, separated",1,14.3
176,Kyrgyz Republic,M,Married or living together,4,36.2
176,Kyrgyz Republic,M,Never married,4,33.9
176,Kyrgyz Republic,M,"Widowed, divorced, separated",4,49.0
246,Kyrgyz Republic,M,Married or living together,5,43.6
246,Kyrgyz Republic,M,Never married,5,45.5
246,Kyrgyz Republic,M,"Widowed, divorced, separated",5,57.0
316,Kyrgyz Republic,M,Married or living together,6,4.1
316,Kyrgyz Republic,M,Never married,6,7.7
316,Kyrgyz Republic,M,"Widowed, divorced, separated",6,9.6
387,Lesotho,F,Married or living together,2,32.1
387,Lesotho,F,Never married,2,37.3
387,Lesotho,F,"Widowed, divorced, separated",2,28.0
107,Lesotho,F,Married or living together,3,24.1
107,Lesotho,F,Never married,3,26.8
107,Lesotho,F,"Widowed, divorced, separated",3,20.6
37,Lesotho,F,Married or living together,1,6.0
37,Lesotho,F,Never married,1,8.3
37,Lesotho,F,"Widowed, divorced, separated",1,2.8
177,Lesotho,F,Married or living together,4,11.1
177,Lesotho,F,Never married,4,11.1
177,Lesotho,F,"Widowed, divorced, separated",4,7.9
247,Lesotho,F,Married or living together,5,20.5
247,Lesotho,F,Never married,5,25.1
247,Lesotho,F,"Widowed, divorced, separated",5,20.1
317,Lesotho,F,Married or living together,6,10.9
317,Lesotho,F,Never married,6,7.3
317,Lesotho,F,"Widowed, divorced, separated",6,8.7
387,Lesotho,M,Married or living together,2,34.4
387,Lesotho,M,Never married,2,43.6
387,Lesotho,M,"Widowed, divorced, separated",2,33.7
107,Lesotho,M,Married or living together,3,24.3
107,Lesotho,M,Never married,3,27.3
107,Lesotho,M,"Widowed, divorced, separated",3,21.6
37,Lesotho,M,Married or living together,1,5.2
37,Lesotho,M,Never married,1,7.2
37,Lesotho,M,"Widowed, divorced, separated",1,5.8
177,Lesotho,M,Married or living together,4,16.9
177,Lesotho,M,Never married,4,15.3
177,Lesotho,M,"Widowed, divorced, separated",4,11.5
247,Lesotho,M,Married or living together,5,22.7
247,Lesotho,M,Never married,5,29.6
247,Lesotho,M,"Widowed, divorced, separated",5,15.8
317,Lesotho,M,Married or living together,6,9.4
317,Lesotho,M,Never married,6,9.2
317,Lesotho,M,"Widowed, divorced, separated",6,8.2
388,Liberia,F,Married or living together,2,43.5
388,Liberia,F,Never married,2,41.6
388,Liberia,F,"Widowed, divorced, separated",2,39.5
108,Liberia,F,Married or living together,3,34.0
108,Liberia,F,Never married,3,32.4
108,Liberia,F,"Widowed, divorced, separated",3,30.6
38,Liberia,F,Married or living together,1,7.6
38,Liberia,F,Never married,1,7.6
38,Liberia,F,"Widowed, divorced, separated",1,5.8
178,Liberia,F,Married or living together,4,30.0
178,Liberia,F,Never married,4,26.5
178,Liberia,F,"Widowed, divorced, separated",4,25.7
248,Liberia,F,Married or living together,5,33.5
248,Liberia,F,Never married,5,31.3
248,Liberia,F,"Widowed, divorced, separated",5,27.9
318,Liberia,F,Married or living together,6,11.8
318,Liberia,F,Never married,6,8.7
318,Liberia,F,"Widowed, divorced, separated",6,10.9
388,Liberia,M,Married or living together,2,21.1
388,Liberia,M,Never married,2,28.0
388,Liberia,M,"Widowed, divorced, separated",2,26.5
108,Liberia,M,Married or living together,3,15.3
108,Liberia,M,Never married,3,21.5
108,Liberia,M,"Widowed, divorced, separated",3,19.5
38,Liberia,M,Married or living together,1,1.5
38,Liberia,M,Never married,1,4.0
38,Liberia,M,"Widowed, divorced, separated",1,3.2
178,Liberia,M,Married or living together,4,11.9
178,Liberia,M,Never married,4,16.6
178,Liberia,M,"Widowed, divorced, separated",4,14.7
248,Liberia,M,Married or living together,5,12.1
248,Liberia,M,Never married,5,17.5
248,Liberia,M,"Widowed, divorced, separated",5,17.3
318,Liberia,M,Married or living together,6,3.2
318,Liberia,M,Never married,6,5.5
318,Liberia,M,"Widowed, divorced, separated",6,0.9
389,Madagascar,F,Married or living together,2,32.3
389,Madagascar,F,Never married,2,33.6
389,Madagascar,F,"Widowed, divorced, separated",2,30.7
109,Madagascar,F,Married or living together,3,6.1
109,Madagascar,F,Never married,3,5.5
109,Madagascar,F,"Widowed, divorced, separated",3,6.2
39,Madagascar,F,Married or living together,1,7.1
39,Madagascar,F,Never married,1,7.7
39,Madagascar,F,"Widowed, divorced, separated",1,7.7
179,Madagascar,F,Married or living together,4,19.3
179,Madagascar,F,Never married,4,19.8
179,Madagascar,F,"Widowed, divorced, separated",4,18.1
249,Madagascar,F,Married or living together,5,28.2
249,Madagascar,F,Never married,5,29.2
249,Madagascar,F,"Widowed, divorced, separated",5,26.6
319,Madagascar,F,Married or living together,6,9.4
319,Madagascar,F,Never married,6,7.9
319,Madagascar,F,"Widowed, divorced, separated",6,10.0
389,Madagascar,M,Married or living together,2,28.8
389,Madagascar,M,Never married,2,32.7
389,Madagascar,M,"Widowed, divorced, separated",2,30.6
109,Madagascar,M,Married or living together,3,8.7
109,Madagascar,M,Never married,3,9.2
109,Madagascar,M,"Widowed, divorced, separated",3,10.1
39,Madagascar,M,Married or living together,1,5.8
39,Madagascar,M,Never married,1,7.5
39,Madagascar,M,"Widowed, divorced, separated",1,7.4
179,Madagascar,M,Married or living together,4,18.4
179,Madagascar,M,Never married,4,20.1
179,Madagascar,M,"Widowed, divorced, separated",4,18.3
249,Madagascar,M,Married or living together,5,23.5
249,Madagascar,M,Never married,5,25.8
249,Madagascar,M,"Widowed, divorced, separated",5,23.4
319,Madagascar,M,Married or living together,6,7.4
319,Madagascar,M,Never married,6,9.0
319,Madagascar,M,"Widowed, divorced, separated",6,11.4
390,Malawi,F,Married or living together,2,16.0
390,Malawi,F,Never married,2,17.9
390,Malawi,F,"Widowed, divorced, separated",2,15.1
110,Malawi,F,Married or living together,3,6.9
110,Malawi,F,Never married,3,7.2
110,Malawi,F,"Widowed, divorced, separated",3,5.3
40,Malawi,F,Married or living together,1,5.2
40,Malawi,F,Never married,1,6.6
40,Malawi,F,"Widowed, divorced, separated",1,5.5
180,Malawi,F,Married or living together,4,7.1
180,Malawi,F,Never married,4,7.3
180,Malawi,F,"Widowed, divorced, separated",4,5.2
250,Malawi,F,Married or living together,5,8.5
250,Malawi,F,Never married,5,10.0
250,Malawi,F,"Widowed, divorced, separated",5,8.4
320,Malawi,F,Married or living together,6,8.6
320,Malawi,F,Never married,6,7.3
320,Malawi,F,"Widowed, divorced, separated",6,8.5
390,Malawi,M,Married or living together,2,8.2
390,Malawi,M,Never married,2,20.0
390,Malawi,M,"Widowed, divorced, separated",2,10.6
110,Malawi,M,Married or living together,3,2.8
110,Malawi,M,Never married,3,8.8
110,Malawi,M,"Widowed, divorced, separated",3,4.7
40,Malawi,M,Married or living together,1,1.3
40,Malawi,M,Never married,1,3.6
40,Malawi,M,"Widowed, divorced, separated",1,2.5
180,Malawi,M,Married or living together,4,3.0
180,Malawi,M,Never married,4,7.5
180,Malawi,M,"Widowed, divorced, separated",4,2.4
250,Malawi,M,Married or living together,5,3.5
250,Malawi,M,Never married,5,10.7
250,Malawi,M,"Widowed, divorced, separated",5,3.1
320,Malawi,M,Married or living together,6,3.3
320,Malawi,M,Never married,6,7.1
320,Malawi,M,"Widowed, divorced, separated",6,3.5
391,Maldives,F,Married or living together,2,20.7
391,Maldives,F,Never married,2,26.7
391,Maldives,F,"Widowed, divorced, separated",2,19.7
111,Maldives,F,Married or living together,3,0.0
111,Maldives,F,Never married,3,0.0
111,Maldives,F,"Widowed, divorced, separated",3,0.0
41,Maldives,F,Married or living together,1,0.0
41,Maldives,F,Never married,1,0.0
41,Maldives,F,"Widowed, divorced, separated",1,0.0
181,Maldives,F,Married or living together,4,4.8
181,Maldives,F,Never married,4,3.6
181,Maldives,F,"Widowed, divorced, separated",4,5.8
251,Maldives,F,Married or living together,5,15.0
251,Maldives,F,Never married,5,19.8
251,Maldives,F,"Widowed, divorced, separated",5,13.4
321,Maldives,F,Married or living together,6,10.3
321,Maldives,F,Never married,6,9.7
321,Maldives,F,"Widowed, divorced, separated",6,10.4
391,Maldives,M,Married or living together,2,13.0
391,Maldives,M,Never married,2,24.7
391,Maldives,M,"Widowed, divorced, separated",2,20.7
111,Maldives,M,Married or living together,3,0.0
111,Maldives,M,Never married,3,0.0
111,Maldives,M,"Widowed, divorced, separated",3,0.0
41,Maldives,M,Married or living together,1,0.0
41,Maldives,M,Never married,1,0.0
41,Maldives,M,"Widowed, divorced, separated",1,0.0
181,Maldives,M,Married or living together,4,1.7
181,Maldives,M,Never married,4,3.9
181,Maldives,M,"Widowed, divorced, separated",4,3.4
251,Maldives,M,Married or living together,5,10.5
251,Maldives,M,Never married,5,19.2
251,Maldives,M,"Widowed, divorced, separated",5,17.5
321,Maldives,M,Married or living together,6,3.3
321,Maldives,M,Never married,6,6.8
321,Maldives,M,"Widowed, divorced, separated",6,5.8
392,Mali,F,Married or living together,2,82.1
392,Mali,F,Never married,2,67.4
392,Mali,F,"Widowed, divorced, separated",2,69.7
112,Mali,F,Married or living together,3,71.0
112,Mali,F,Never married,3,57.7
112,Mali,F,"Widowed, divorced, separated",3,55.1
42,Mali,F,Married or living together,1,23.8
42,Mali,F,Never married,1,17.3
42,Mali,F,"Widowed, divorced, separated",1,18.7
182,Mali,F,Married or living together,4,56.4
182,Mali,F,Never married,4,42.3
182,Mali,F,"Widowed, divorced, separated",4,42.2
252,Mali,F,Married or living together,5,54.2
252,Mali,F,Never married,5,40.1
252,Mali,F,"Widowed, divorced, separated",5,44.1
322,Mali,F,Married or living together,6,66.1
322,Mali,F,Never married,6,48.0
322,Mali,F,"Widowed, divorced, separated",6,52.0
392,Mali,M,Married or living together,2,45.5
392,Mali,M,Never married,2,49.5
392,Mali,M,"Widowed, divorced, separated",2,36.2
112,Mali,M,Married or living together,3,36.2
112,Mali,M,Never married,3,42.0
112,Mali,M,"Widowed, divorced, separated",3,31.5
42,Mali,M,Married or living together,1,10.3
42,Mali,M,Never married,1,13.0
42,Mali,M,"Widowed, divorced, separated",1,11.8
182,Mali,M,Married or living together,4,21.3
182,Mali,M,Never married,4,23.3
182,Mali,M,"Widowed, divorced, separated",4,10.0
252,Mali,M,Married or living together,5,24.8
252,Mali,M,Never married,5,26.0
252,Mali,M,"Widowed, divorced, separated",5,11.1
322,Mali,M,Married or living together,6,23.0
322,Mali,M,Never married,6,25.1
322,Mali,M,"Widowed, divorced, separated",6,25.7
393,Moldova,F,Married or living together,2,21.4
393,Moldova,F,Never married,2,19.6
393,Moldova,F,"Widowed, divorced, separated",2,19.5
113,Moldova,F,Married or living together,3,5.7
113,Moldova,F,Never married,3,3.6
113,Moldova,F,"Widowed, divorced, separated",3,4.4
43,Moldova,F,Married or living together,1,4.6
43,Moldova,F,Never married,1,3.3
43,Moldova,F,"Widowed, divorced, separated",1,4.7
183,Moldova,F,Married or living together,4,8.3
183,Moldova,F,Never married,4,4.8
183,Moldova,F,"Widowed, divorced, separated",4,6.4
253,Moldova,F,Married or living together,5,18.2
253,Moldova,F,Never married,5,17.3
253,Moldova,F,"Widowed, divorced, separated",5,17.8
323,Moldova,F,Married or living together,6,3.4
323,Moldova,F,Never married,6,2.2
323,Moldova,F,"Widowed, divorced, separated",6,2.3
393,Moldova,M,Married or living together,2,19.8
393,Moldova,M,Never married,2,25.2
393,Moldova,M,"Widowed, divorced, separated",2,43.6
113,Moldova,M,Married or living together,3,7.1
113,Moldova,M,Never married,3,7.9
113,Moldova,M,"Widowed, divorced, separated",3,13.5
43,Moldova,M,Married or living together,1,2.0
43,Moldova,M,Never married,1,3.0
43,Moldova,M,"Widowed, divorced, separated",1,9.7
183,Moldova,M,Married or living together,4,9.8
183,Moldova,M,Never married,4,8.7
183,Moldova,M,"Widowed, divorced, separated",4,23.8
253,Moldova,M,Married or living together,5,15.2
253,Moldova,M,Never married,5,22.0
253,Moldova,M,"Widowed, divorced, separated",5,36.8
323,Moldova,M,Married or living together,6,3.1
323,Moldova,M,Never married,6,3.6
323,Moldova,M,"Widowed, divorced, separated",6,9.6
394,Morocco,F,Married or living together,2,68.3
394,Morocco,F,Never married,2,58.2
394,Morocco,F,"Widowed, divorced, separated",2,64.9
114,Morocco,F,Married or living together,3,55.9
114,Morocco,F,Never married,3,44.1
114,Morocco,F,"Widowed, divorced, separated",3,53.3
44,Morocco,F,Married or living together,1,25.7
44,Morocco,F,Never married,1,20.4
44,Morocco,F,"Widowed, divorced, separated",1,28.9
184,Morocco,F,Married or living together,4,55.0
184,Morocco,F,Never married,4,42.2
184,Morocco,F,"Widowed, divorced, separated",4,54.0
254,Morocco,F,Married or living together,5,53.4
254,Morocco,F,Never married,5,44.1
254,Morocco,F,"Widowed, divorced, separated",5,51.6
324,Morocco,F,Married or living together,6,48.5
324,Morocco,F,Never married,6,34.6
324,Morocco,F,"Widowed, divorced, separated",6,51.3
394,Morocco,M,Married or living together,2,0.0
394,Morocco,M,Never married,2,0.0
394,Morocco,M,"Widowed, divorced, separated",2,0.0
114,Morocco,M,Married or living together,3,0.0
114,Morocco,M,Never married,3,0.0
114,Morocco,M,"Widowed, divorced, separated",3,0.0
44,Morocco,M,Married or living together,1,0.0
44,Morocco,M,Never married,1,0.0
44,Morocco,M,"Widowed, divorced, separated",1,0.0
184,Morocco,M,Married or living together,4,0.0
184,Morocco,M,Never married,4,0.0
184,Morocco,M,"Widowed, divorced, separated",4,0.0
254,Morocco,M,Married or living together,5,0.0
254,Morocco,M,Never married,5,0.0
254,Morocco,M,"Widowed, divorced, separated",5,0.0
324,Morocco,M,Married or living together,6,0.0
324,Morocco,M,Never married,6,0.0
324,Morocco,M,"Widowed, divorced, separated",6,0.0
395,Mozambique,F,Married or living together,2,13.1
395,Mozambique,F,Never married,2,12.3
395,Mozambique,F,"Widowed, divorced, separated",2,14.6
115,Mozambique,F,Married or living together,3,6.6
115,Mozambique,F,Never married,3,5.7
115,Mozambique,F,"Widowed, divorced, separated",3,7.4
45,Mozambique,F,Married or living together,1,2.2
45,Mozambique,F,Never married,1,2.2
45,Mozambique,F,"Widowed, divorced, separated",1,3.2
185,Mozambique,F,Married or living together,4,7.7
185,Mozambique,F,Never married,4,5.6
185,Mozambique,F,"Widowed, divorced, separated",4,8.4
255,Mozambique,F,Married or living together,5,4.0
255,Mozambique,F,Never married,5,5.0
255,Mozambique,F,"Widowed, divorced, separated",5,4.5
325,Mozambique,F,Married or living together,6,5.5
325,Mozambique,F,Never married,6,3.7
325,Mozambique,F,"Widowed, divorced, separated",6,6.4
395,Mozambique,M,Married or living together,2,16.5
395,Mozambique,M,Never married,2,16.9
395,Mozambique,M,"Widowed, divorced, separated",2,16.2
115,Mozambique,M,Married or living together,3,8.5
115,Mozambique,M,Never married,3,8.9
115,Mozambique,M,"Widowed, divorced, separated",3,8.4
45,Mozambique,M,Married or living together,1,5.4
45,Mozambique,M,Never married,1,5.6
45,Mozambique,M,"Widowed, divorced, separated",1,6.3
185,Mozambique,M,Married or living together,4,7.2
185,Mozambique,M,Never married,4,8.8
185,Mozambique,M,"Widowed, divorced, separated",4,6.5
255,Mozambique,M,Married or living together,5,6.9
255,Mozambique,M,Never married,5,8.7
255,Mozambique,M,"Widowed, divorced, separated",5,6.9
325,Mozambique,M,Married or living together,6,6.2
325,Mozambique,M,Never married,6,7.5
325,Mozambique,M,"Widowed, divorced, separated",6,7.7
396,Myanmar,F,Married or living together,2,50.7
396,Myanmar,F,Never married,2,51.4
396,Myanmar,F,"Widowed, divorced, separated",2,54.0
116,Myanmar,F,Married or living together,3,10.1
116,Myanmar,F,Never married,3,10.2
116,Myanmar,F,"Widowed, divorced, separated",3,10.4
46,Myanmar,F,Married or living together,1,13.2
46,Myanmar,F,Never married,1,11.7
46,Myanmar,F,"Widowed, divorced, separated",1,13.7
186,Myanmar,F,Married or living together,4,23.9
186,Myanmar,F,Never married,4,17.8
186,Myanmar,F,"Widowed, divorced, separated",4,20.2
256,Myanmar,F,Married or living together,5,42.1
256,Myanmar,F,Never married,5,41.3
256,Myanmar,F,"Widowed, divorced, separated",5,45.2
326,Myanmar,F,Married or living together,6,11.0
326,Myanmar,F,Never married,6,8.7
326,Myanmar,F,"Widowed, divorced, separated",6,13.8
396,Myanmar,M,Married or living together,2,44.8
396,Myanmar,M,Never married,2,55.4
396,Myanmar,M,"Widowed, divorced, separated",2,61.3
116,Myanmar,M,Married or living together,3,12.2
116,Myanmar,M,Never married,3,14.2
116,Myanmar,M,"Widowed, divorced, separated",3,24.1
46,Myanmar,M,Married or living together,1,6.8
46,Myanmar,M,Never married,1,9.8
46,Myanmar,M,"Widowed, divorced, separated",1,13.1
186,Myanmar,M,Married or living together,4,15.2
186,Myanmar,M,Never married,4,18.1
186,Myanmar,M,"Widowed, divorced, separated",4,26.8
256,Myanmar,M,Married or living together,5,36.6
256,Myanmar,M,Never married,5,44.9
256,Myanmar,M,"Widowed, divorced, separated",5,45.5
326,Myanmar,M,Married or living together,6,7.2
326,Myanmar,M,Never married,6,15.3
326,Myanmar,M,"Widowed, divorced, separated",6,10.3
397,Namibia,F,Married or living together,2,30.1
397,Namibia,F,Never married,2,26.3
397,Namibia,F,"Widowed, divorced, separated",2,36.5
117,Namibia,F,Married or living together,3,14.9
117,Namibia,F,Never married,3,9.0
117,Namibia,F,"Widowed, divorced, separated",3,16.8
47,Namibia,F,Married or living together,1,12.0
47,Namibia,F,Never married,1,8.6
47,Namibia,F,"Widowed, divorced, separated",1,12.7
187,Namibia,F,Married or living together,4,15.6
187,Namibia,F,Never married,4,10.5
187,Namibia,F,"Widowed, divorced, separated",4,21.1
257,Namibia,F,Married or living together,5,21.2
257,Namibia,F,Never married,5,18.4
257,Namibia,F,"Widowed, divorced, separated",5,26.5
327,Namibia,F,Married or living together,6,10.7
327,Namibia,F,Never married,6,5.6
327,Namibia,F,"Widowed, divorced, separated",6,13.2
397,Namibia,M,Married or living together,2,14.5
397,Namibia,M,Never married,2,25.0
397,Namibia,M,"Widowed, divorced, separated",2,23.0
117,Namibia,M,Married or living together,3,5.0
117,Namibia,M,Never married,3,11.1
117,Namibia,M,"Widowed, divorced, separated",3,10.0
47,Namibia,M,Married or living together,1,2.1
47,Namibia,M,Never married,1,5.5
47,Namibia,M,"Widowed, divorced, separated",1,7.0
187,Namibia,M,Married or living together,4,6.5
187,Namibia,M,Never married,4,11.2
187,Namibia,M,"Widowed, divorced, separated",4,5.7
257,Namibia,M,Married or living together,5,10.0
257,Namibia,M,Never married,5,16.1
257,Namibia,M,"Widowed, divorced, separated",5,15.0
327,Namibia,M,Married or living together,6,1.2
327,Namibia,M,Never married,6,3.6
327,Namibia,M,"Widowed, divorced, separated",6,3.0
398,Nepal,F,Married or living together,2,28.2
398,Nepal,F,Never married,2,29.6
398,Nepal,F,"Widowed, divorced, separated",2,31.1
118,Nepal,F,Married or living together,3,9.4
118,Nepal,F,Never married,3,6.3
118,Nepal,F,"Widowed, divorced, separated",3,12.5
48,Nepal,F,Married or living together,1,3.5
48,Nepal,F,Never married,1,2.8
48,Nepal,F,"Widowed, divorced, separated",1,5.8
188,Nepal,F,Married or living together,4,12.7
188,Nepal,F,Never married,4,8.0
188,Nepal,F,"Widowed, divorced, separated",4,10.2
258,Nepal,F,Married or living together,5,23.9
258,Nepal,F,Never married,5,26.1
258,Nepal,F,"Widowed, divorced, separated",5,26.1
328,Nepal,F,Married or living together,6,3.2
328,Nepal,F,Never married,6,2.1
328,Nepal,F,"Widowed, divorced, separated",6,4.9
398,Nepal,M,Married or living together,2,20.4
398,Nepal,M,Never married,2,27.6
398,Nepal,M,"Widowed, divorced, separated",2,38.8
118,Nepal,M,Married or living together,3,8.5
118,Nepal,M,Never married,3,8.8
118,Nepal,M,"Widowed, divorced, separated",3,27.6
48,Nepal,M,Married or living together,1,1.1
48,Nepal,M,Never married,1,2.5
48,Nepal,M,"Widowed, divorced, separated",1,0.0
188,Nepal,M,Married or living together,4,8.6
188,Nepal,M,Never married,4,10.5
188,Nepal,M,"Widowed, divorced, separated",4,34.5
258,Nepal,M,Married or living together,5,15.7
258,Nepal,M,Never married,5,23.9
258,Nepal,M,"Widowed, divorced, separated",5,38.8
328,Nepal,M,Married or living together,6,3.0
328,Nepal,M,Never married,6,5.4
328,Nepal,M,"Widowed, divorced, separated",6,3.3
399,Nicaragua,F,Married or living together,2,16.8
399,Nicaragua,F,Never married,2,0.0
399,Nicaragua,F,"Widowed, divorced, separated",2,17.3
119,Nicaragua,F,Married or living together,3,6.0
119,Nicaragua,F,Never married,3,0.0
119,Nicaragua,F,"Widowed, divorced, separated",3,5.5
49,Nicaragua,F,Married or living together,1,6.3
49,Nicaragua,F,Never married,1,0.0
49,Nicaragua,F,"Widowed, divorced, separated",1,5.3
189,Nicaragua,F,Married or living together,4,8.2
189,Nicaragua,F,Never married,4,0.0
189,Nicaragua,F,"Widowed, divorced, separated",4,6.5
259,Nicaragua,F,Married or living together,5,12.4
259,Nicaragua,F,Never married,5,0.0
259,Nicaragua,F,"Widowed, divorced, separated",5,13.8
329,Nicaragua,F,Married or living together,6,4.0
329,Nicaragua,F,Never married,6,0.0
329,Nicaragua,F,"Widowed, divorced, separated",6,3.2
399,Nicaragua,M,Married or living together,2,0.0
399,Nicaragua,M,Never married,2,0.0
399,Nicaragua,M,"Widowed, divorced, separated",2,0.0
119,Nicaragua,M,Married or living together,3,0.0
119,Nicaragua,M,Never married,3,0.0
119,Nicaragua,M,"Widowed, divorced, separated",3,0.0
49,Nicaragua,M,Married or living together,1,0.0
49,Nicaragua,M,Never married,1,0.0
49,Nicaragua,M,"Widowed, divorced, separated",1,0.0
189,Nicaragua,M,Married or living together,4,0.0
189,Nicaragua,M,Never married,4,0.0
189,Nicaragua,M,"Widowed, divorced, separated",4,0.0
259,Nicaragua,M,Married or living together,5,0.0
259,Nicaragua,M,Never married,5,0.0
259,Nicaragua,M,"Widowed, divorced, separated",5,0.0
329,Nicaragua,M,Married or living together,6,0.0
329,Nicaragua,M,Never married,6,0.0
329,Nicaragua,M,"Widowed, divorced, separated",6,0.0
400,Niger,F,Married or living together,2,61.0
400,Niger,F,Never married,2,46.1
400,Niger,F,"Widowed, divorced, separated",2,54.0
120,Niger,F,Married or living together,3,51.8
120,Niger,F,Never married,3,37.9
120,Niger,F,"Widowed, divorced, separated",3,42.3
50,Niger,F,Married or living together,1,36.0
50,Niger,F,Never married,1,23.0
50,Niger,F,"Widowed, divorced, separated",1,25.5
190,Niger,F,Married or living together,4,44.1
190,Niger,F,Never married,4,29.8
190,Niger,F,"Widowed, divorced, separated",4,37.6
260,Niger,F,Married or living together,5,43.4
260,Niger,F,Never married,5,29.6
260,Niger,F,"Widowed, divorced, separated",5,33.7
330,Niger,F,Married or living together,6,52.0
330,Niger,F,Never married,6,31.0
330,Niger,F,"Widowed, divorced, separated",6,44.1
400,Niger,M,Married or living together,2,22.0
400,Niger,M,Never married,2,36.4
400,Niger,M,"Widowed, divorced, separated",2,28.4
120,Niger,M,Married or living together,3,15.7
120,Niger,M,Never married,3,27.8
120,Niger,M,"Widowed, divorced, separated",3,18.6
50,Niger,M,Married or living together,1,6.9
50,Niger,M,Never married,1,13.1
